id,Historical Period,Time/Century,Edition name,URL,Scholarly,Digital,Edition,Language,Writing support,Begin date,End date,Manager or Editor,Institution(s),Audience,Philological statement,Account of textual variance,Value of witnesses,XML-TEI Transcription,XML(-TEI) available to download,Images,Zoom images,"Image manipulation (brightness, rotation, etc.)",Text-Image Linking,Source Text Translation,Website language,Glossary,Indices,String matching,Advanced search,Creative Commons License,Open source/Open access,Linked Open Data,API,Crowdsourcing,Feedback,Technological statement,Links to ext. resources,OCR or keyed?,Mobile friendly/application,Print-friendly view,Print facsimile (complementary output),Repository of source material(s),Place of origin of source material(s),Sponsor/Funding body,Budget (rough),Infrastructure,Current availability,RIDE review,Sahle Catalog,Citation,Handle-PID,Scholarly_bin,Digital_bin,Edition_bin,Edition_not_provided,Philological_statement_no,Philological_statement_not_provided,Philological_statement_partly,Philological_statement_yes,Account_of_textual_variance_no,Account_of_textual_variance_not_provided,Account_of_textual_variance_partly,Account_of_textual_variance_yes,XML_TEI_Transcription_no,XML_TEI_Transcription_not_provided,XML_TEI_Transcription_partly,XML_TEI_Transcription_yes,XML__TEI__available_to_download_no,XML__TEI__available_to_download_not_provided,XML__TEI__available_to_download_partly,XML__TEI__available_to_download_yes,Images_no,Images_not_provided,Images_partly,Images_yes,Zoom_images_bin,Zoom_images_not_provided,Image_manipulation__brightness__rotation__etc___bin,Image_manipulation__brightness__rotation__etc___not_provided,Text_Image_Linking_no,Text_Image_Linking_not_provided,Text_Image_Linking_partly,Text_Image_Linking_yes,Glossary_bin,Glossary_not_provided,Indices_no,Indices_not_provided,Indices_partly,Indices_yes,String_matching_bin,String_matching_not_provided,Advanced_search_bin,Advanced_search_not_provided,Creative_Commons_License_no,Creative_Commons_License_partly,Creative_Commons_License_yes,Linked_Open_Data_bin,Linked_Open_Data_not_provided,API_bin,API_not_provided,Crowdsourcing_no,Crowdsourcing_not_provided,Crowdsourcing_partly,Crowdsourcing_yes,Feedback_no,Feedback_not_provided,Feedback_partly,Feedback_yes,Technological_statement_no,Technological_statement_not_provided,Technological_statement_partly,Technological_statement_yes,Links to ext. resources_bin,Mobile friendly/application_bin,Current availability_bin,Citation_bin,Citation_not_provided,Historical_Period_Antiquity,Historical_Period_Antiquity__Middle_Ages,Historical_Period_Contemporary,Historical_Period_Early_Modern,Historical_Period_Early_Modern__Long_Nineteenth_Century,Historical_Period_Early_Modern__Long_Nineteenth_Century__Modern__Contemporary,Historical_Period_Early_Modern_Long_Nineteenth_Century,Historical_Period_Long_Nineteenth_Century,Historical_Period_Long_Nineteenth_Century__Modern,Historical_Period_Long_Nineteenth_century,Historical_Period_Middle_Ages,Historical_Period_Middle_Ages__Early_Modern,Historical_Period_Modern,Historical_Period_Modern__Contemporary,Value_of_witnesses_0_5__1,Value_of_witnesses_no,Value_of_witnesses_not_provided,Value_of_witnesses_partly,Value_of_witnesses_yes,Open_source_Open_access_Open_Access_and_Open_Source__all_data,Open_source_Open_access_Open_Access_and_Open_Source__some_data,Open_source_Open_access_no,Open_source_Open_access_not_provided,Open_source_Open_access_partly,Open_source_Open_access_yes,OCR_or_keyed__Keyed,OCR_or_keyed__Keyed__OCR,OCR_or_keyed__OCR,OCR_or_keyed__OCR__Keyed,OCR_or_keyed__OCR_Keyed,OCR_or_keyed__not_provided,Print_friendly_view_forthcoming,Print_friendly_view_no,Print_friendly_view_not_provided,Print_friendly_view_partly,Print_friendly_view_trial,Print_friendly_view_yes,Print_facsimile__complementary_output__forthcoming,Print_facsimile__complementary_output__no,Print_facsimile__complementary_output__not_provided,Print_facsimile__complementary_output__partly,Print_facsimile__complementary_output__yes,RIDE_review_10_18716_ride_a_13_4,RIDE_review_http___ride_i_d_e_de_issues_issue_1_codex_sinaiticus,RIDE_review_http___ride_i_d_e_de_issues_issue_1_nietzschesource,RIDE_review_http___ride_i_d_e_de_issues_issue_2_becerro_galicano,RIDE_review_http___ride_i_d_e_de_issues_issue_2_fleischmann_diaries,RIDE_review_http___ride_i_d_e_de_issues_issue_3_godwin,RIDE_review_http___ride_i_d_e_de_issues_issue_5_jane_austens_fiction_manuscripts,RIDE_review_https___ride_i_d_e_de_issues_issue_17_okopenko,RIDE_review_https___ride_i_d_e_de_issues_issue_5_damaboba,RIDE_review_no,Sahle_Catalog_https___digitale_edition_de_e613,Sahle_Catalog_https___digitale_edition_de_e820,Sahle_Catalog_https___digitale_edition_de_e825,Sahle_Catalog_no,Sahle_Catalog_not_provided,Sahle_Catalog_yes,Historical_Period_code,period_start,period_end,author,phil_direction,description,keywords,authoritativeness_score,renown_score
310,Long Nineteenth Century,1834-1861,Die Korrespondenz von Leo von Thun-Hohenstein,https://thun-korrespondenz.acdh.oeaw.ac.at/,yes,yes,yes,GER,Letter,2010,2019,Brigitte Mazohl; Christof Aichner; Peter Andorfer,Institut für Geschichtswissenschaften und Europäische Ethnologie (Universität Innsbruck); Austrian Centre for Digital Humanities and Cultural Heritage at the Austrian Academy of Sciences,Scholars; students; general public,partly,yes,yes,yes,yes,no,no,no,no,no,GER,yes,yes,yes,yes,yes,Open Access and Open Source (all data),no,yes,no,yes,yes,no,Keyed,yes,no,no,Various,Various,Austrian Science Fund (FWF); Austrian Academy of Sciences,not provided,eXist-DB; XSLT; Xquery; dsebaseapp,yes,no,no,not provided,21.11115/0000-000C-E131-E,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1834,1861,Leo von Thun-Hohenstein,19th Century History,The correspondence of the Austrian minister who reformed the educational system after the 1848 revolutions.,Correspondence # Politics # Education # Reform # History,40.0,18.0
311,Antiquity,700 BC-600 AD,Inscriptions of Greek Cyrenaica - Greek Verse Inscriptions of Cyrenaica,https://igcyr.unibo.it,yes,yes,yes,GRC,Bronze; ceramics; clay; lead; limestone; marble; pebbles; plaster; rock; sandstone; stone; terracotta; tufa; ware,2017,present,Catherine Dobias-Lalou,Università degli Studi di Bologna; King's College London; Université Paris-Sorbonne; Università di Macerata,Scholars; students; general public,yes,yes,yes,yes,yes,yes,yes,no,no,ENG; ITA; FRA; ARA,ENG; ITA; FRA,yes,yes,yes,yes,yes,Open Access and Open Source (all data),yes,no,no,yes,partly,yes,Keyed,yes,no,no,Cyrene Museum Shahat; Musée du Louvre Paris; Athens National Archaeological Museum; British Museum London; Cracow Archaeological Museum; Antiquarium Arborense di Oristano; Manchester Museum; Musée Archéologique Marseille,Ancient Cyrenaica,not provided,not provided,BaseX,yes,no,yes,yes,21.11115/0000-000D-22DE-3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-700,600,Not specified (Inscribers),Classical Epigraphy,"A specialized collection of poetic inscriptions found in Cyrenaica, offering a glimpse into the literary culture of the province.",Epigraphy # Poetry # Greek # Culture # History,55.0,18.0
312,Middle Ages,1177-1181,"Romualdus Beneventanus, Chronicon",http://www1.unipa.it/paolo.monella/romualdus/,yes,yes,yes,LAT,Codex,2016,2020,Paolo Monella,Università degli Studi di Palermo,Scholars,yes,yes,yes,yes,yes,no,no,no,no,no,ENG,no,no,no,no,yes,Open Access and Open Source (some data),no,no,no,no,yes,no,Keyed,yes,yes,no,not provided,"Salerno, Italy","ALIM (Archivio della Latinità Italiana del Medioevo), Università degli Studi di Palermo","€8,000",TEI XML; HTML; Python; SQLite,no,no,no,no,21.11115/0000-000D-F7DC-5,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,1177,1181,Romuald of Salerno,Medieval Chronicle,A critical edition of the 12th-century universal chronicle written by the Archbishop Romuald II of Salerno.,Chronicle # History # Normans # Church # Politics,8.0,25.0
313,Long Nineteenth Century,1837-1842,Samuel Hahnemann - Digitale kritische Edition - Krankenjournal DF5,https://www.hahnemann-edition.de/index.html,yes,yes,yes,FRE; GER,Diary,2015,2020,Arnold Michalowski,Institut für Geschichte der Medizin der Robert Bosch Stiftung,General public; historians; physicians; homeopaths,yes,yes,yes,yes,yes,yes,yes,no,yes,no,GER,no,no,yes,no,yes,Open Access and Open Source (all data),no,no,no,no,yes,yes,Keyed,yes,no,no,Institut für Geschichte der Medizin der Robert Bosch Stiftung,"Paris, France",Institut für Geschichte der Medizin der Robert Bosch Stiftung,not provided,eXist-db; SADE; TextGrid,yes,no,no,no,21.11115/0000-000D-F7DD-4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1837,1842,Samuel Hahnemann,History of Medicine,"An edition of the case journals of the founder of homeopathy, documenting his patients' symptoms and treatments.",Medicine # Diary # Patient # Science # History,44.0,20.0
314,Long Nineteenth Century; Modern,1889-1931,Arthur Schnitzler – Briefwechsel mit Autorinnen und Autoren,https://schnitzler-briefe.acdh.oeaw.ac.at,yes,yes,yes,GER,Letter,2018,2024,Martin Anton Müller,Austrian Centre for Digital Humanities and Cultural Heritage at the Austrian Academy of Sciences,Scholars; students; general public,partly,yes,yes,yes,yes,yes,yes,no,no,no,DEU,no,yes,yes,no,yes,Open Access and Open Source (some data),yes,yes,no,yes,partly,yes,Keyed,yes,no,yes,Cambridge University Library; Deutsches Literaturarchiv Marbach; Wienbibliothek; Beinecke Library,Vienna,FWF,"€400,000",Exist-db; dseBaseApp,yes,no,yes,no,21.11115/0000-000E-5589-8,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1889,1931,Arthur Schnitzler,Viennese Modernism,"The correspondence between Schnitzler and fellow writers, revealing the literary networks of turn-of-the-century Vienna.",Correspondence # Literature # Network # Modernism # Friendship,15.0,30.0
315,Early Modern,1567-1602,Lazarraga eskuizkribua: edizioa eta azterketa,http://www.ehu.eus/monumenta/lazarraga/index.html,yes,yes,yes,BAQ; SPA,Manuscript,2010,present,Joseba A. Lakarra,Universidad del PaÍs Vasco,Scholars; students; general public,partly,partly,yes,no,no,yes,no,no,no,no,BAQ,no,no,no,no,yes,Open Access and Open Source (all data),no,no,no,no,partly,yes,Keyed,yes,yes,no,Koldo Mitxelena Kulturunea (The Gipuzkoa Provincial Council),Araba,Spanish Ministerio de Ciencia e Innovación; Spanish Ministerio de Economía y Competitividad; Eusko Jaurlaritza / Gobierno Vasco; Universidad del País Vasco / Euskal Herriko Unibertsitatea (UPV/EHU),not provided,HTML; CSS,yes,no,yes,no,21.11115/0000-000E-558A-7,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1567,1602,Juan Pérez de Lazarraga,Basque Literature,An edition of a recently discovered 16th-century manuscript containing the oldest known Basque pastoral romance and poetry.,Romance # Poetry # Manuscript # Basque # Pastoral,10.0,7.0
316,Long Nineteenth Century,1799-1817,Protokolle des Bayerischen Staatsrats,https://www.bayerischer-staatsrat.de,yes,yes,yes,GER,Minutes,2012,present,Matthias Reinert,Historische Kommission bei der Bayerischen Akademie der Wissenschaften; Bayerisches Hauptstaatsarchiv,Scholars; general public,partly,partly,no,yes,yes,yes,no,no,no,no,DEU,yes,yes,yes,no,no,yes,no,no,no,no,partly,no,Keyed,yes,yes,yes,Bayerisches Hauptstaatsarchiv,Munich,not provided,not provided,PHP; eXist-DB; Bootstrap,yes,no,yes,no,21.11115/0000-000E-558B-6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1799,1817,Not specified (Ministers),19th Century History,"The minutes of the Bavarian Council of State, documenting the political decision-making process in the Kingdom of Bavaria.",Politics # Administration # Law # History # Government,10.0,18.0
317,Middle Ages,636-1000,The glosses to the first book of the Etymologiae of Isidore of Seville: a digital scholarly edition,https://db.innovatingknowledge.nl/edition,yes,yes,yes,LAT,Manuscript,2019,2021,Evina Steinová,Huygens ING; Koninklijke Nederlandse Akademie Van Wetenschappen,Scholars; students,yes,yes,yes,yes,yes,no,no,no,no,no,ENG,no,no,no,no,yes,Open Access and Open Source (all data),no,no,no,yes,partly,no,Keyed,no,no,no,Staatsbibliothek (Berlin); Burgerbibliothek (Bern); Biblioteca Universitaria (Bologna); Koninklijke Bibliotheek (Brussels); Biblioteca Malatesiana (Cesena); Bibliothèque municipale (Chartres); Forschungsbibliothek (Gotha); Dombibliothek (Köln); Bibliothèque municipale (Laon); Universiteitsbibliotheek (Leiden); The British Library (London); Real Academia de la Historia (Madrid); Archivio dell'Abbazia (Montecassino); Bibliothèque interuniversitaire (Montpellier); Biblioteca Ambrosiana (Milan); Bayerische Staatsbibliothek (Munich); Bibliothèque municipale (Orléans); The Bodleian Library (Oxford); Queen's College library (Oxford); Bibliothèque nationale de France (Paris); Bibliothèque municipale (Reims); Stadtsbibliothek (Schaffhausen); Bibliothek des Bischöflichen Priesterseminars (Trier); Biblioteca Apostolica Vaticana (The Vatican); Biblioteca Marziana (Venice); Herzog August Bibliothek (Wolfenbüttel),Northern France; England; Brittany; Northern Italy; Northern Spain; Southern Germany,Nederlandse Organisatie voor Wetenschappelijk Onderzoek (NWO),not provided,XSLT; CSS; JavaScript; Cytoscape,yes,no,yes,yes,21.11115/0000-000E-BCB4-3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,636,1000,Isidore of Seville (Text),Medieval Scholarship,"An edition of the early medieval glosses on Isidore's Etymologies, showing how this encyclopedic text was taught and understood.",Commentary # Education # Science # Manuscript # Latin,66.0,20.0
318,Modern; Contemporary,1900-2000,In Search of the Drowned: Testimonies and Testimonial Fragments of the Holocaust,https://lts.fortunoff.library.yale.edu/,yes,yes,yes,ENG,Oral history interviews; video; audio,2018,2021,Gabor Mihaly Toth,Yale Fortunoff Archive; USC Shoah Foundation; United States Holocaust Memorial Museum; Yale DH Lab,Scholars; students; general public,yes,yes,not provided,partly,no,no,no,no,no,no,ENG,no,yes,yes,yes,no,partly,no,no,no,no,yes,no,Keyed,no,no,no,Yale Fortunoff Archive; USC Shoah Foundation; United States Holocaust Memorial Museum,United States; Canada; Israel; Australia,Yale Fortunoff Archive,not provided,Python; Mongo; Docker; Flask; BlackLab Corpus Engine; Alpine Linux,yes,no,no,yes,21.11115/0000-000E-BCB5-2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,1900,2000,Not specified (Survivors),Holocaust Studies,"A project analyzing the testimonies of Holocaust survivors, focusing on the linguistic and narrative structures of trauma.",History # War # Trauma # Memory # Orality,55.0,45.0
319,Long Nineteenth Century,1789-1859,Alexander von Humboldt: Sämtliche Schriften digital,https://humboldt.unibe.ch/text,yes,yes,yes,GER; FRE; LAT; ENG; SPA; POR; HEB; SWE; DAN; DUT; HUN; RUS; ITA; POL,Print,2021,present,Thomas Nehrlich,University of Bern,Scholars; students; general public,yes,yes,yes,yes,yes,partly,yes,no,no,no,GER,yes,yes,yes,yes,yes,Open Access and Open Source (all data),no,no,no,yes,yes,yes,Keyed,yes,yes,yes,Project server at University of Bern; GitHub,440 places worldwide,Schweizerischer Nationalfonds; Schweizerische Akademie der Geistes- und Sozialwissenschaften,not provided,"Perl; CSS, Javascript; XSLT",yes,no,yes,yes,21.11115/0000-000E-BCB6-1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1789,1859,Alexander von Humboldt,19th Century Science,"A complete digital edition of Humboldt's published writings, including his essays, articles, and major monographs.",Science # Exploration # Geography # Nature # Essay,35.0,70.0
320,Middle Ages,1475-1520,Mystische Bücher in der Bibliothek der Kartause Erfurt. Digitale Edition,https://making-mysticism.org/edition/1.0/html/,yes,yes,yes,LAT,Codex,2018,2022,Marieke Abram; Susanne Bernhardt; Gilbert Fournier; Martin Hinze; Antje Kellersohn; Balázs J. Nemes; Saher Semaan,University of Freiburg; University Library Freiburg,Scholars,yes,yes,yes,yes,yes,yes,yes,no,yes,GER,GER,no,yes,no,no,yes,Open Access and Open Source (all data),no,no,no,no,yes,yes,Keyed,yes,no,no,Erfurt Bistumsarchiv Hs. Hist. 6,Erfurt Charterhouse,Deutsche Forschungsgemeinschaft,not provided,Oxygen XML editor,yes,no,yes,yes,21.11115/0000-000F-327E-C,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1475,1520,Not specified (Monks),Medieval Mysticism,"An exploration of the mystical texts held in the library of the Erfurt Charterhouse, a center of late medieval spirituality.",Mysticism # Theology # Manuscript # Library # Religion,38.0,18.0
321,Contemporary,1970-1990,Peter Handke Notizbücher. Digitale Edition,http://edition.onb.ac.at/handke-notizbuecher,yes,yes,yes,GER,Notebook,2021,present,Bernhard Fetz; Ulrich von Bülow,Austrian National Library; Deutsches Literaturarchiv Marbach,Scholars; students; general public,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,GER,no,yes,no,no,partly,Open Access and Open Source (some data),yes,yes,no,yes,yes,yes,Keyed,yes,no,yes,German Literature Archive Marbach; Literary Archive of the Austrian National Library Vienna,Europe; USA,Austrian Science Fund (FWF); Deutsche Forschungsgemeinschaft (DFG),"470.479,80 € (FWF); 350.130,00 € (DFG)",Fedora Commons; GAMS; XSLT; TEI-XML; IIIF; HTML,yes,no,yes,no,21.11115/0000-000F-EF06-E,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1970,1990,Peter Handke,Contemporary Literature,"A digital edition of the notebooks of the Nobel Prize winner Peter Handke, which serve as the ""ur-text"" for his published works.",Notebook # Literature # Observation # Genesis # Art,10.0,22.0
322,Long Nineteenth Century,1850-1863,Gottfried Semper. Critical and Commented Edition,https://semper-edition.ch/,yes,yes,yes,GER,Paper,2017,2024,Elena Chestnova,Universita della Svizzera Italiana; ETH Zurich,Scholars; students; architects; general public,partly,yes,yes,yes,yes,yes,yes,yes,yes,no,GER; ENG,yes,yes,yes,yes,yes,Open Access and Open Source (all data),yes,yes,no,yes,partly,no,Keyed,yes,no,no,"GTA Archives, ETH Zurich; Universitatsbibliothek Braunschweig",London; Zurich,Swiss National Science Foundation,2.8 Mio CHF,Neo4j; PHP,yes,no,yes,yes,21.11115/0000-000F-EF07-D,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1850,1863,Gottfried Semper,Architectural Theory,"A critical edition of the writings of the architect Gottfried Semper, exploring his theories on style, materials, and evolution in art.",Architecture # Theory # Art # Style # History,35.0,25.0
323,Antiquity,700-1 BC,Thesaurus Inscriptionum Raeticarum,https://tir.univie.ac.at,yes,yes,yes,RAE,Stone; ceramic; metal; organic material,2013,present,Corinna Salomon,University of Vienna,Scholars; students,yes,yes,yes,no,no,yes,no,no,no,ENG,ENG,yes,yes,no,yes,yes,Open Access and Open Source (some data),yes,no,no,yes,partly,yes,Keyed,yes,yes,yes,32 museums in Italy; Austria; Germany,Italy; Austria; Germany,FWF,not provided,MySQL; Semantic MediaWiki,yes,no,yes,no,21.11115/0000-000F-EF08-C,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,Not specified (Inscribers),Ancient Epigraphy,"A complete corpus of inscriptions in the Raetic language, an ancient language of the Alps related to Etruscan.",Epigraphy # Linguistics # Archaeology # Alps # Language,25.0,15.0
324,Antiquity,700BC-100AD,Lexicon Leponticum,https://lexlep.univie.ac.at,yes,yes,yes,Lepontic; Cisalpine Gaulish; Etruscan; Camunic; Ligurian; Venetic; Sabellic,Inscription,2009,present,David Stifter,University of Vienna,Scholars; students,yes,yes,yes,no,no,partly,no,no,no,ENG,ENG,yes,yes,no,yes,yes,Open Access and Open Source (some data),yes,no,no,yes,partly,yes,Keyed,yes,yes,yes,ca. 70 museums in Italy; Switzerland; Austria; Germany; France; the Netherlands,Italy; Switzerland; France,FWF; ÖAW,not provided,MySQL; Semanic MediaWiki,yes,no,yes,no,21.11115/0000-0011-2BD5-D,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-700,100,Not specified (Inscribers),Celtic Linguistics,"An interactive etymological lexicon of the Lepontic language, the oldest attested Celtic language, found in Northern Italy.",Linguistics # Epigraphy # Celtic # Dictionary # History,8.0,15.0
325,Long Nineteenth Century; Modern,1862-1931,Arthur Schnitzler – Chronik. Eine digitale Ressource zu den einzelnen Tagen seines Lebens,https://schnitzler-chronik.acdh.oeaw.ac.at/,no,yes,no,GER,Letter; diary entry; list,2023,present,Martin Anton Müller,Austrian Centre for Digital Humanities and Cultural Heritage at the Austrian Academy of Sciences,Scholars; students; general public,partly,yes,yes,yes,yes,no,no,no,no,no,GER,no,no,no,no,yes,Open Access and Open Source (all data),yes,no,no,yes,yes,yes,Keyed,yes,yes,no,Cambridge University Library; Deutsches Literaturarchiv Marbac; others,mostly Vienna,not provided,not provided,XML/TEI; XSLT; XHTML; JavaScript; Python; others,yes,no,no,no,21.11115/0000-0011-2BD6-C,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1862,1931,Arthur Schnitzler,Viennese Modernism,"A detailed chronology of Schnitzler's life based on his diaries and letters, allowing users to trace his movements day by day.",Biography # History # Diary # Time # Life,55.0,25.0
